Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i10235346,"New York, Harper [1960]",370.9 M996,1,,  -  -    ,,Education in the perspective of history. With a concluding chapter by Arnold J. Toynbee. Foreword by Alvin C. Eurich.,,,
i10235371,"New York, McGraw-Hill, 1955.",370.9 B989C2,1,,  -  -    ,,A cultural history of Western education; its social and intellectual foundations.,X,,
i10235395,"Boston, Little, Brown [1967]",301.441 G543,2,,  -  -    ,,"Poverty, U.S.A.",,,
i10235413,"Washington, Brookings Institution [1967]",362.5 G795,0,,  -  -    ,,"Negative taxes and the poverty problem; a background paper prepared for a conference of experts held June 8-9, 1966, together with a summary of the conference discussion.",,,
i10235425,"New York, Crowell [1968]",309.173 S465A,1,1,  -  -    ,,"Aspects of poverty, edited by Ben B. Seligman.",,,
i10235437,"Chicago, Rand McNally [1968]",301.441 G553,7,,  -  -    ,,"Children and poverty; some sociological and psychological perspectives, edited by Nona Y. Glazer and Carol F. Creedon.",,,
i10235449,"New York, Wiley [1966]",339.46 B328,0,,  -  -    ,,The economics of poverty [by] Alan B. Batchelder.,,,
i10235450,"New York, Harcourt, Brace & World [1968]",330.973 D735I,1,,  -  -    ,,In our time [by] Paul H. Douglas.,,,
i10235498,"New Haven, Yale University Press, 1937.",323.4 H685,2,,  -  -    ,,The lasting elements of individualism.,,,
i10235516,"New York, Wiley [1966]",574.192 C753,2,,  -  -    ,,Outlines of biochemistry [by] Eric E. Conn and P. K. Stumpf.,,,
i10235644,"New York, Wiley [1966]",519.536 D766,1,,  -  -    ,,Applied regression analysis [by] N. R. Draper [and] H. Smith.,,,
i10235656,"New York, Barnes & Noble [1965]",370.9 B789,3,,  -  -    ,,The history of Western education.,,,
i10235668,"New York, Barnes & Noble [1965]",370.9 B789,5,,  -  -    ,,The history of Western education.,,,
i10235681,"New York, McGraw-Hill, 1960.",339.4 B862,1,,  -  -    ,,The spenders.,,,
i10235747,"New York, Harcourt, Brace and Company [1944]",136.1 S319W,5,,  -  -    ,,"Women and men, by Amram Scheinfeld ... Illustrated by the author.",,,
i10235784,"New York, Dial Pr., 1965.",378.1981 M649,10,,  -  -    ,,Revolution at Berkeley; the crisis in American education. Edited by Michael V. Miller and Susan Gilmore. With an introd. by Irving Howe.,,,
i1023584x,"New York, McGraw-Hill [c1966]",370.9 B886H2,3,,  -  -    ,,A history of the problems of education [by] John S. Brubacher.,,,
i10235875,"Oxford, The Clarendon Press, 1936.",378.4 R224U,1,,  -  -    ,,"The universities of Europe in the Middle Ages, by the late Hastings Rashdall ...",,,
i10235887,"Oxford, The Clarendon Press, 1936.",378.4 R224U,1,,  -  -    ,,"The universities of Europe in the Middle Ages, by the late Hastings Rashdall ...",,,
i10235899,"Boston, Beacon Press [1968]",379.15 K78,13,,  -  -    ,$4.95,"Who controls American education? A guide for laymen, by James D. Koerner.",,,
i10235942,"New York, McGraw-Hill [1965]",378.73 B315,4,,  -  -    ,,Higher education: some newer developments.,,,
i1023598x,"Cambridge, Harvard University Press, 1954.",370.108 U39T2,8,,  -  -    ,,Three thousand years of educational wisdom; selections from great documents.,,,
i10236004,"New York, B. Franklin, 1963.",370.902 T473,4,,  -  -    ,,The literacy of the laity in the Middle Ages.,,,
i10236016,"New York, Grove Press [1968]",370.973 S412,0,,  -  -    ,$6.50,Who can be educated?,X,,
i10236028,"New York, Sheed and Ward [1956]",370.9 M361H,0,,  -  -    ,,A history of education in antiquity. Translated by George Lamb.,X,,
i10236041,"New York, Octagon Books, 1965.",370.973 H248,0,,  -  -    ,,Liberalism and American education in the eighteenth century. With an introd. by Edward H. Reisner.,,,
i10236053,"Princeton [N.J.] Princeton University Press, 1962.",339.3 G624,0,,  -  -    ,,The national wealth of the United States in the postwar period.,,,
i10236077,"New York, Dutton, 1963.",370 R539,2,,  -  -    ,,"American education, a national failure; the problem of our schools and what we can learn from England.",X,,
i10236089,"Boston, Houghton Mifflin, 1966.",378.73 M861,0,,  -  -    ,,The contemporary university: U.S.A. Edited by Robert S. Morison.,,,
i10236090,"New York, Harper [1961]",370.973 M468,1,,  -  -    ,,The schools.,,,
i10236119,"Washington, American Council on Education [1968]",378.73 D632,3,,  -  -    ,,Whose goals for American higher education? Edited by Charles G. Dobbins and Calvin B. T. Lee.,,,
i10236132,"Philadelphia, Jewish Publication Society of America, 1964.",301.452 J34,1,,  -  -    ,,"The American Jew, a reappraisal, edited by Oscar I. Janowsky.",,,
i10236144,"Philadelphia, Jewish Publication Society of America, 1964.",301.452 J34,3,,  -  -    ,,"The American Jew, a reappraisal, edited by Oscar I. Janowsky.",,,
i10236193,"New York, McGraw-Hill [1968]",370.973 D529,1,,  -  -    ,,American education [by] Chris A. De Young [and] Richard Wynn.,,,
i10236211,Washington [1966],378.73 A513C,1,,  -  -    ,,"The college and the student; an assessment of relationships and responsibilities in undergraduate education by administrators, faculty members, and public officials. Editors: Lawrence E. Dennis & Joseph F. Kauffman.",,,
i10236223,"Reading, Mass., Addison-Wesley Pub. Co. [1962]",517 M873,1,,  -  -    ,,"University calculus, with analytic geometry.",X,,
i10236247,"Boston, Little, Brown [1968]",301.44 B619,14,,  -  -    ,,The right people; a portrait of the American social establishment.,,,
i10236351,"New York, Holt, Rinehart and Winston [1965]",327.019 K29,0,,  -  -    ,,"International behavior; a social-psychological analysis, edited by Herbert C. Kelman.",,,
i10236375,"Philadelphia, Lippincott [1965]",378 K25,0,,  -  -    ,,The sheepskin psychosis.,,,
i10236387,"Garden City, N.Y., Doubleday, 1968.",378.73 J51,0,,  -  -    ,,The academic revolution [by] Christopher Jencks & David Riesman.,,,
i10236399,[Chicago] University of Chicago Press [1961],378.73 H713,0,,  -  -    ,,"American higher education, a documentary history, edited by Richard Hofstadter and Wilson Smith.",,,
i10236405,[Chicago] University of Chicago Press [1961],378.73 H713,0,,  -  -    ,,"American higher education, a documentary history, edited by Richard Hofstadter and Wilson Smith.",,,
i10236429,"New York, Harper [1961]",378.73 B736,0,,  -  -    ,,Campus U.S.A.; portraits of American colleges in action.,,,
i10236430,"Cambridge, Harvard University Press, 1965.",378.73 D488H,0,,  -  -    ,,Higher education in twentieth-century America.,,,
i10236442,"New York, Appleton-Century-Crofts [1952]",420.7 N277E,5,,  -  -    ,,The English language arts.,,,
i10236491,"Columbus, Ohio, C. E. Merrill Books [1964]",370.1 M468,0,,  -  -    ,,American ideas and education.,X,,
i10236508,"Boston, Houghton Mifflin [1967]",378.1981 L793,1,,  -  -    ,,The American student and his college [by] Esther Lloyd-Jones [and] Herman A. Estrin.,,,
i1023651x,"New York, D. McKay [1966]",378.1981 L935,0,,  -  -    ,,The new left.,,,
i10236533,"New York, McGraw-Hill [1968]",378.1 W893,0,,  -  -    ,,The higher learning in America; a reassessment.,,,
i10236545,"New York, McGraw-Hill [1968]",378.1 W893,0,,  -  -    ,,The higher learning in America; a reassessment.,,,
i10236624,"Chicago, Lippincott [1960]",153.4 U56,0,,  -  -    ,,Meaningfulness and verbal learning [by] Benton J. Underwood and Rudolph W. Schulz.,,,
i10236661,"Chapel Hill, University of North Carolina Press [1960]",324.273 H435C,6,,  -  -    ,,The costs of democracy.,,,
i10236685,"Bloomington, Indiana University Press [1967]",190.9 P239,9,,  -  -    ,,The story of Western philosophy [by] Francis H. Parker.,,,
i10236697,"Cambridge [Eng.] University Press, 1953.",531 P266I,10,,  -  -    ,,Introduction to dynamics.,,,
i10236703,"New York, Praeger [1971]",320.943 G878,1,,  -  -    ,$12.50,Germany in our time; a political history of the postwar years. Translated by Paul Stephenson.,,,
i10236715,"New Haven, Yale University Press, 1956.",378.73 C743C,0,,  -  -    ,,The citadel of learning.,,,
i10236739,"Washington, American Council on Education [1956]",378.73 W748A,18,,  -  -    ,,American college life as education in world outlook. [Prepared for the Carnegie Endowment for International Peace],,,
i10236776,"New York, Random House [1968]",379.747 R725,2,,  -  -    ,8.95,110 Livingston Street; politics and bureaucracy in the New York City Schools.,,,
i10236806,"[New York] New York University Press, 1961.",201 H781,5,,  -  -    ,,"Religious experience and truth; a symposium, edited by Sidney Hook.",,,
i1023682x,"New York, Delacorte Press [1968]",370.973 L581,3,,  -  -    ,5.95,"Education and ecstasy, by George B. Leonard.",,,
i10236831,"New York, Harper & Row [1967]",370.1 A767,1,,  -  -    ,,Philosophy of education: learning and schooling.,X,,
i10236843,"Ithaca, Cornell University Press [1971]",353.0086 N419,0,,  -  -    ,0801406579 $6.95,The politics of housing innovation; the fate of the Civilian Industrial Technology Program.,X,,
i10236855,"New York, W. Morrow, 1968.",379.749 D157,3,,  -  -    ,,"Triumph in a white suburb; the dramatic story of Teaneck, N.J., the first town in the Nation to vote for integrated schools, by Reginald G. Damerell. Introductions by Robert J. Havighurst and Neil V. Sullivan.",,,
i10236910,[New York] Free Press of Glencoe [1964],370.947 R317,0,,  -  -    ,,"Soviet educators on Soviet education, edited and translated by Helen B. Redl. Foreword by Fritz Redl.",,,
i10236934,"New York, Knopf, 1962.",378.73 R917,2,,  -  -    ,,"The American college and university, a history.",,,
i10236946,Norton [1961],338.9173 L825F,1,,  -  -    ,,Foreign aid: our tragic experiment.,,,
i10236995,[Toronto] Published for Ontario College of Education by University of Toronto Press [1966],378.71 H315,0,,  -  -    ,,"Changing patterns of higher education in Canada, edited by Robin S. Harris.",,,
i10237008,"New York, McGraw-Hill [1964]",379.15 C743,4,,  -  -    ,,Shaping educational policy.,X,,
i10237069,"Cambridge, Mass., Harvard University Press, 1968.",370.9744 K19,2,,  -  -    ,,The irony of early school reform; educational innovation in mid-nineteenth century Massachusetts [by] Michael B. Katz.,,,
i10237070,"Cambridge, Mass., Harvard University Press, 1968.",370.9744 K19,0,,  -  -    ,,The irony of early school reform; educational innovation in mid-nineteenth century Massachusetts [by] Michael B. Katz.,,,
i10237082,"Cambridge, Mass., Harvard University Press, 1968.",370.9744 K19,1,,  -  -    ,,The irony of early school reform; educational innovation in mid-nineteenth century Massachusetts [by] Michael B. Katz.,,,
i10237136,"New York, Harper & Row [1968, c1969]",370.973 G549,3,,  -  -    ,,Schools without failure.,,,
i10237185,"Carbondale, Southern Illinois University Press [1967]",370.193 W432,1,,  -  -    ,,The making of men.,,,
i10237203,"Los Angeles, Sherbourne Press [c1968-",347.9973 B443,0,,  -  -    ,5.95,"The law revolution, by Melvin M. Belli. Introd. by Erle Stanley Gardner.",,,
i10237227,"New Yprk, H. Liveright [1954]",370.1 R961E,7,,  -  -    ,,Education and the good life.,,,
i10237240,"New York, Harper [1958]",370.1 B513I,2,,  -  -    ,,The ideal and the community; a philosophy of education.,,,
i1023729x,"Chicago, University of Chicago Press [1947]",370.1 H497,1,,  -  -    ,,Introduction to philosophy of education.,,,
i10237306,"New York, F. A. Praeger [1968]",370.11 H974,1,,  -  -    ,,The learning society [by] Robert M. Hutchins.,,,
i1023732x,"Princeton, N.J., Princeton University Press, 1959.",355 K72,3,,  -  -    ,,NATO and American security.,,,
i10237410,"New York, Atherton Press, 1967.",373.42 W423,2,,  -  -    ,,The English public schools; the sociology of elite education.,,,
i10237598,"Chicago, University of Chicago Press [1967]",370.1 T654,2,,  -  -    ,,Tolstoy on education. Translated from the Russian by Leo Wiener. With an introd. by Reginald D. Archambault.,,,
i10237604,"New York, Blaisdell Pub. Co. [1965]",519.9 B896I2,1,,  -  -    ,,"An introduction to mathematical statistics, by H. D. Brunk.",,,
i10237616,"New York, Random House [1968, c1967]",155.93 L722,6,,  -  -    ,,Death in life; survivors of Hiroshima.,,,
i10237641,"Berkeley, University of California Press, 1962.",379.73 C743,2,,  -  -    ,,Thomas Jefferson and the development of American public education.,,,
i10237677,New York [Trident Press] 1966.,370.1 R282R,1,1,  -  -    ,,"The redemption of the robot; my encounter with education through art, by Herbert Read.",,,
i10237689,"London, Methuen, 1967.",370.1 P476H,3,1,  -  -    ,,Pestalozzi: his thought and its relevance today [by] Michael Heafford.,,,
i10237720,"New York, Appleton-Century-Crofts [1962]",371.3 B975,2,,  -  -    ,,The guidance of learning activities; a summary of the principles of teaching based on the growth of the learner.,X,,
i10237732,"New York, Appleton-Century-Crofts [1962]",371.3 B975,0,,  -  -    ,,The guidance of learning activities; a summary of the principles of teaching based on the growth of the learner.,X,,
i10237768,"[Glenview, Ill.] Scott, Foresman [c1965]",370.1 M135,6,,  -  -    ,,A philosophy of education.,,,
i1023777x,"New York, Crowell [1961]",370.1 G885F,7,,  -  -    ,,Foundations for a philosophy of education.,,,
i10237811,"New York, Harper [1953]",544 B234,,,  -  -    ,,Semimicro qualitative analysis [by] Hervey Hubbard Barber and T. Ivan Taylor.,,,
i10237847,[New York] Free Press of Glencoe [1962],301.452 G199,5,1,  -  -    ,,The urban villagers; group and class in the life of Italian-Americans. Foreword by Erich Lindemann.,,,
i10237859,[New York] Free Press of Glencoe [1962],301.452 G199,7,,  -  -    ,,The urban villagers; group and class in the life of Italian-Americans. Foreword by Erich Lindemann.,,,
i10237860,"Cambridge, Harvard University Press, 1960.",370.1 B894,1,,  -  -    ,,The process of education.,,,
i10237872,"Cambridge, Harvard University Press, 1960.",370.1 B894,10,,  -  -    ,,The process of education.,,,
i10237884,"New York, Knopf, 1950.",371.3 H638A,3,,  -  -    ,,The art of teaching.,,,
i10237926,"Cambridge, Mass., Belknap Press of Harvard University, 1966.",370.1 B894T,1,,  -  -    ,,"Toward a theory of instruction, by Jerome S. Bruner.",,,
i10237938,"New York, Gordian Press, 1966 [c1938]",378.73 G162,1,,  -  -    ,,"American caste and the Negro college, by Buell G. Gallagher. With a foreword by William H. Kilpatrick.",,,
i10238190,"New York, W. W. Norton [1965]",221.44 R845,2,,  -  -    ,,The Dead Sea scrolls; a new historical approach.,,,
i10238220,"Princeton, N.J., Van Nostrand [1965]",331.88 J28,2,,  -  -    ,,Hoffa and the teamsters; a study of union power [by] Ralph C. James and Estelle Dinerstein James.,,,
i1023830x,"Garden City, N.Y., Doubleday, 1958.",323.4 D737R,1,,  -  -    ,,The right of the people.,,,
i10238311,"New York, Bureau of Publications, Teachers College, Columbia University, 1953.",378.113 S897R4,0,,  -  -    ,,The role of the teacher in personnel work.,,,
i10238335,"New York, Holt, Rinehart and Winston [1960]",338.1 G259,2,,  -  -    ,,"The farmers's age: agriculture, 1815-1860.",,,
i10238359,"New York, Holt, Rinehart and Winston [1961]",330.973 K59,1,,  -  -    ,,"Industry comes of age; business, labor, and public policy, 1860-1897.",,,
i10238372,[Columbus] Ohio State University Press [1965],370.4 W592D,1,,  -  -    ,,"Whitehead on education, by Harold B. Dunkel.",,,
i10238499,"London, New York, Oxford University Press [1966, c1962]",309.16 H945,3,,  -  -    ,,The new societies of tropical Africa; a selective study.,,,
i10238530,"New York, Prentice-Hall, inc., 1941.",330.973 U58A,1,,  -  -    ,,"American industry in the war; a report of the War Industries Board (March 1921) by Bernard M. Baruch, chairman, including, besides a reprint of the report of the War Industries Board of World War I, Mr. Baruch's own program for total mobilization of the nation as presented to the War Policies Commission in 1931, and current material on priorities and price fixing. With a foreword by Bernard M. Baruch, and an introduction by Hugh S. Johnson. Edited by Richard H. Hippelheuser.",,,
